,id,title_original,title_normalized,source_page,region,ai_category,ingredient_json,instruction,region_clean,province_group,category
1296,MR_947_02,KUE BASUNG,Kue Basung,947,Sumatera Barat,Kue,"[{""group_name"": ""bahan utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung beras 2 gls."", ""item_original"": ""tepung beras"", ""item_normalized"": ""tepung beras"", ""quantity"": 2.0, ""unit"": ""gelas""}, {""original_text"": ""gula merah 1/2 gls."", ""item_original"": ""gula merah"", ""item_normalized"": ""gula merah"", ""quantity"": 0.5, ""unit"": ""gelas""}, {""original_text"": ""kelapa 1/4 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 0.25, ""unit"": ""butir""}, {""original_text"": ""garam 1/2 sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok teh""}, {""original_text"": ""daun pisang"", ""item_original"": ""daun pisang"", ""item_normalized"": ""daun pisang"", ""quantity"": null, ""unit"": null}]}]","Tepung disangrai.
Gula merah dimasak dengan 2 gelas air hingga hantjur, kemudian disaring. Panas² ditjampur dengan 2/3 bagian dari tepung beras dan sedikit garam hingga rata.
Daun pisang jang telah dilajukan di-potong² ± 12 cm dibuat",Sumatera Barat,Sumatera Barat,DJADJANAN
1297,MR_948_01,KUE BATANG POHON,Kue Batang Pohon,948,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²:"", ""ingredients"": [{""original_text"": ""telur ajam 6 btr."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 6.0, ""unit"": ""butir""}, {""original_text"": ""gula pasir 2/3 tjkr."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 0.67, ""unit"": ""cangkir""}, {""original_text"": ""tepung terigu 2½ tjkr."", ""item_original"": ""tepung terigu"", ""item_normalized"": ""tepung terigu"", ""quantity"": 2.5, ""unit"": ""cangkir""}, {""original_text"": ""tjoklat dan kismis setjukupnja"", ""item_original"": ""tjoklat dan kismis"", ""item_normalized"": ""cokelat dan kismis"", ""quantity"": null, ""unit"": ""secukupnya""}]}]","Telur dan gula dikotjok sampai mengembang, lalu dimasukkan terigu sedikit² disertai kismis.
Sesudah itu dibakar dalam tjetakan jang berbentuk batang pohon.
Setelah masak, diangkat dan dikeluarkan dari tjetakan.
Apabila telah dingin, disemprot dengan cream jang dibubuhi tjoklat untuk batang pohon dan cream putih untuk bunganja.
Sebagai pemanis dapat pula diletakkan buah pala ketjil jang berbentuk sarang burung.",,Unknown,DJADJANAN
1298,MR_948_02,KUE BAWANG,Kue Bawang,948,,Kue/Snack,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²:"", ""ingredients"": [{""original_text"": ""tepung kandji 1 kg."", ""item_original"": ""tepung kandji"", ""item_normalized"": ""tepung kanji"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""kelapa 4 gls. santan"", ""item_original"": ""kelapa (santan)"", ""item_normalized"": ""santan"", ""quantity"": 4.0, ""unit"": ""gelas""}, {""original_text"": ""telur 3 btr."", ""item_original"": ""telur"", ""item_normalized"": ""telur"", ""quantity"": 3.0, ""unit"": ""butir""}, {""original_text"": ""terigu 1½ gls."", ""item_original"": ""terigu"", ""item_normalized"": ""terigu"", ""quantity"": 1.5, ""unit"": ""gelas""}, {""original_text"": ""bawang merah 1 prg."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 1.0, ""unit"": ""prongkol""}, {""original_text"": ""lada dan garam sedikit"", ""item_original"": ""lada dan garam"", ""item_normalized"": ""lada dan garam"", ""quantity"": null, ""unit"": ""sedikit""}, {""original_text"": ""mentega 3 sdm."", ""item_original"": ""mentega"", ""item_normalized"": ""mentega"", ""quantity"": 3.0, ""unit"": ""sendok makan""}, {""original_text"": ""minjak kelapa 1½ btl."", ""item_original"": ""minjak kelapa"", ""item_normalized"": ""minyak kelapa"", ""quantity"": 1.5, ""unit"": ""botol""}]}]","Tepung kandji dan tepung terigu diaduk dengan santan jang telah didihkan, kemudian diberi mentega, lada dan garam.
Adonan ini di-banting² dan digiling, lalu dimasukkan bawang merah jang di-iris². Makin banjak bawangnja makin enak rasanja.",,Unknown,DJADJANAN
1299,MR_949_01,KUE BIDJI BIDJI,Kue Biji Biji,949,Sulawesi Utara/Tengah,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung terigu 2½ gls."", ""item_original"": ""tepung terigu"", ""item_normalized"": ""tepung terigu"", ""quantity"": 2.5, ""unit"": ""gelas""}, {""original_text"": ""telur 2 btr."", ""item_original"": ""telur"", ""item_normalized"": ""telur"", ""quantity"": 2.0, ""unit"": ""butir""}, {""original_text"": ""santan 1/5 gls."", ""item_original"": ""santan"", ""item_normalized"": ""santan"", ""quantity"": 0.2, ""unit"": ""gelas""}, {""original_text"": ""minjak goreng ½ btl."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 0.5, ""unit"": ""botol""}]}]","Telur dan gula dikotjok sampai putih.
Terigu dan santan ditjampur dengan kotjokan telur tadi hingga rata.
Adonan dibentuk sebesar batang pensil lalu dipotong sebesar katjang.
Digoreng dalam minjak panas sampai mengembang dan berwarna ke-emas²an.",Sulawesi,Sulawesi,DJADJANAN
1300,MR_949_02,KUE BIDJI NANGKA,Kue Biji Nangka,949,Sulawesi Selatan,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""kentang 1 kg."", ""item_original"": ""kentang"", ""item_normalized"": ""kentang"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""gula pasir 1 kg."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""kenari tjintjang 1½ gls."", ""item_original"": ""kenari tjintjang"", ""item_normalized"": ""kenari cincang"", ""quantity"": 1.5, ""unit"": ""gelas""}, {""original_text"": ""telur ajam 3 btr."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 3.0, ""unit"": ""butir""}, {""original_text"": ""panili ½ sdt."", ""item_original"": ""panili"", ""item_normalized"": ""vanili"", ""quantity"": 0.5, ""unit"": ""sendok teh""}]}]","Kentang direbus sampai masak, dikupas dan dihaluskan.
Gula pasir dan kenari ditjampurkan pada kentang, diaduk sampai rata.
Didjerangkan diatas api jang ketjil, di-aduk² sampai masak. Tanda masak apabila dipegang tidak melekat.
Putih telur dan kuning telur ajam dipisahkan.
Kuning telur dikotjok sampai putih.
Gula, putih telur, panili ditambah air 2 gelas, didjerangkan diatas api jang ketjil, diaduk sampai mendidih.
Ditapis, didjerangkan terus supaja agak kental seperti sirop.
Adonan dibentuk bidji nangka, di-guling²kan dalam kotjokan",Sulawesi Selatan,Sulawesi Selatan,DJADJANAN
1301,MR_950_01,KUE BOLU KUKUS,Kue Bolu Kukus,950,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""terigu 2 gls."", ""item_original"": ""terigu"", ""item_normalized"": ""tepung terigu"", ""quantity"": 2.0, ""unit"": ""gelas""}, {""original_text"": ""gula 1 gls."", ""item_original"": ""gula"", ""item_normalized"": ""gula"", ""quantity"": 1.0, ""unit"": ""gelas""}, {""original_text"": ""telur 4 btr."", ""item_original"": ""telur"", ""item_normalized"": ""telur"", ""quantity"": 4.0, ""unit"": ""butir""}, {""original_text"": ""air kelapa ½ gls."", ""item_original"": ""air kelapa"", ""item_normalized"": ""air kelapa"", ""quantity"": 0.5, ""unit"": ""gelas""}, {""original_text"": ""santan ½ gls."", ""item_original"": ""santan"", ""item_normalized"": ""santan"", ""quantity"": 0.5, ""unit"": ""gelas""}, {""original_text"": ""garam setjukupnja"", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""panili setjukupnja"", ""item_original"": ""panili"", ""item_normalized"": ""vanili"", ""quantity"": null, ""unit"": ""secukupnya""}]}]","Gula dikotjok dengan telur sampai berkembang.
Air santan dan air kelapa dimasukkan sedikit demi sedikit sampai habis.
Kemudian dimasukkan tepung, panili dan garam dengan diaduk.
Adonan ini dimasukkan kedalam tjetakan lapis, lalu dikukus.
Kalau sudah kelihatan mengambang dan retak empat baru diangkat.",,Unknown,DJADJANAN
1302,MR_950_02,KUE BUAH²AN DENGAN VLA,Kue Buah-buahan Dengan Vla,950,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""telur 12 btr."", ""item_original"": ""telur"", ""item_normalized"": ""telur"", ""quantity"": 12.0, ""unit"": ""butir""}, {""original_text"": ""gula ½ kg."", ""item_original"": ""gula"", ""item_normalized"": ""gula"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""tepung 3½ ons"", ""item_original"": ""tepung"", ""item_normalized"": ""tepung terigu"", ""quantity"": 3.5, ""unit"": ""ons""}, {""original_text"": ""selai nanas 1 prg."", ""item_original"": ""selai nanas"", ""item_normalized"": ""selai nanas"", ""quantity"": 1.0, ""unit"": ""porsi""}, {""original_text"": ""vla room kental setjukupnja"", ""item_original"": ""vla room kental"", ""item_normalized"": ""vla kental"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""buah²an dalam kaleng sedikit"", ""item_original"": ""buah²an dalam kaleng"", ""item_normalized"": ""buah-buahan kalengan"", ""quantity"": null, ""unit"": ""sedikit""}]}]","Kuning telur diaduk bersama gula, tepung dan panili.
Achirnja dimasukkan putih telur jang sudah dikotjok dan diaduk bersama.
Adonan dituangkan dalam tjetakan setebal ½ djari.",,Unknown,DJADJANAN
1303,MR_951_01,KUE BUNGA MAI,Kue Bunga Mai,951,Jawa Barat,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung beras 2 gls."", ""item_original"": ""tepung beras"", ""item_normalized"": ""tepung beras"", ""quantity"": 2.0, ""unit"": ""gelas""}, {""original_text"": ""air 1 gls."", ""item_original"": ""air"", ""item_normalized"": ""air"", ""quantity"": 1.0, ""unit"": ""gelas""}, {""original_text"": ""kuning telur ajam ½ btr."", ""item_original"": ""kuning telur ajam"", ""item_normalized"": ""kuning telur ayam"", ""quantity"": 0.5, ""unit"": ""butir""}, {""original_text"": ""garam ½ sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok teh""}, {""original_text"": ""kapur sirih sedikit"", ""item_original"": ""kapur sirih"", ""item_normalized"": ""kapur sirih"", ""quantity"": null, ""unit"": ""sedikit""}, {""original_text"": ""minjak goreng 2 gls."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 2.0, ""unit"": ""gelas""}]}]","Tepung disangrai hingga kuning telur dikotjok.
Air didihkan bersama garam dan kapur sirih. Tepung dimasukkan sedikit demi sedikit sambil diaduk, terachir dimasukkan telur dan diaduk hingga djadi adonan kental jang rata.
Adonan ditjetak dengan tjetakan jang dibikin dari batok kelapa hingga berupa kembang. Digoreng dalam minjak panas hingga kuning.",Jawa Barat,Jawa Barat,DJADJANAN
1304,MR_951_02,KUE CHASIDAH,Kue Chasidah,951,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung djagung 2 tjkr."", ""item_original"": ""tepung djagung"", ""item_normalized"": ""tepung jagung"", ""quantity"": 2.0, ""unit"": ""cangkir""}, {""original_text"": ""gula pasir 1½ tjkr."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 1.5, ""unit"": ""cangkir""}, {""original_text"": ""mentega ½ tjkr."", ""item_original"": ""mentega"", ""item_normalized"": ""mentega"", ""quantity"": 0.5, ""unit"": ""cangkir""}, {""original_text"": ""telur ajam 1 btr."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 1.0, ""unit"": ""butir""}]}]",,,Unknown,DJADJANAN
1305,MR_953_01,KUE DAUN DAUN,Kue Daun Daun,953,,Kue (Cake/Snack),"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""merah telur 3 btr."", ""item_original"": ""merah telur"", ""item_normalized"": ""kuning telur"", ""quantity"": 3.0, ""unit"": ""butir""}, {""original_text"": ""putih telur 1 btr."", ""item_original"": ""putih telur"", ""item_normalized"": ""putih telur"", ""quantity"": 1.0, ""unit"": ""butir""}, {""original_text"": ""gula halus 1 kg."", ""item_original"": ""gula halus"", ""item_normalized"": ""gula halus"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""bubuk tjoklat 1 sdm."", ""item_original"": ""bubuk tjoklat"", ""item_normalized"": ""bubuk coklat"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""terigu 10 tjkr."", ""item_original"": ""terigu"", ""item_normalized"": ""tepung terigu"", ""quantity"": 10.0, ""unit"": ""cangkir""}, {""original_text"": ""tepung singkong 3 tjkr."", ""item_original"": ""tepung singkong"", ""item_normalized"": ""tepung singkong"", ""quantity"": 3.0, ""unit"": ""cangkir""}, {""original_text"": ""(mentega, implied from step 1)"", ""item_original"": ""mentega"", ""item_normalized"": ""mentega"", ""quantity"": null, ""unit"": null}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""panili 3 bks."", ""item_original"": ""panili"", ""item_normalized"": ""vanili"", ""quantity"": 3.0, ""unit"": ""bungkus""}, {""original_text"": ""soda kue 1/2 sdt."", ""item_original"": ""soda kue"", ""item_normalized"": ""soda kue"", ""quantity"": 0.5, ""unit"": ""sendok teh""}]}]","Telur, gula dan mentega dikotjok sampai mengembang.
Sesudah itu dimasukkan terigu, tepung singkong dan panili serta soda.
Diaduk sampai rata dan dibagi dua.
Jang sebagian diberi warna kuning dan sebagian lagi dimasuki bubuk tjoklat.
Semuanja di-bulat²kan sebesar kelereng.
Sesudah itu ditipiskan dan diberi bentuk daun.
Dibakar dalam oven dan diberi api atas bawah.",,Unknown,DJADJANAN
1306,MR_953_02,KUE DELAPAN DJAM,Kue Delapan Jam,953,,Kue (Cake/Snack),"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""telur ajam 1 gls."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 1.0, ""unit"": ""gelas""}, {""original_text"": ""gula pasir 1/4 gls."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 0.25, ""unit"": ""gelas""}, {""original_text"": ""susu 1/4 gls."", ""item_original"": ""susu"", ""item_normalized"": ""susu"", ""quantity"": 0.25, ""unit"": ""gelas""}, {""original_text"": ""margarine/minjak samin 1/4 gls."", ""item_original"": ""margarine/minjak samin"", ""item_normalized"": ""margarin/minyak samin"", ""quantity"": 0.25, ""unit"": ""gelas""}]}]","Telur dan gula ditjampur, dikotjok sekedar untuk menghantjurkan gulanja sadja.
Dimasukkan susu dan minjak samin, dikatjau sampai rata.
Adonan dimasukkan tjetakan dan dikukus selama delapan djam.
Setelah masak, diangkat dan kemudian dibakar dalam oven.
Mula² dengan api bawah sampai kering.
Setelah itu dengan api atas sampai warna mendjadi agak merah.",,Unknown,DJADJANAN
1307,MR_954_01,KUE DJAGUNG,Kue Jagung,954,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""djagung pipihan 1 lt."", ""item_original"": ""djagung pipihan"", ""item_normalized"": ""jagung pipihan"", ""quantity"": 1.0, ""unit"": ""liter""}, {""original_text"": ""katjang temo 1 gls."", ""item_original"": ""katjang temo"", ""item_normalized"": ""kacang temo"", ""quantity"": 1.0, ""unit"": ""gelas""}, {""original_text"": ""gula aren 1 gls."", ""item_original"": ""gula aren"", ""item_normalized"": ""gula aren"", ""quantity"": 1.0, ""unit"": ""gelas""}]}]","Djagung disangrai.
Ditampi.
Ditumbuk, diajak.
Tepung djagung jang halus ditjampur dengan temo.
Gula aren ditjairkan dalam pantji, diaduk sampai kental dengan air 2 gelas.
Tepung bersama temo dimasukkan.
Diaduk sampai rata dan kering.
Dipaparkan dalam bak kue atau di-bulat²kan.",,Unknown,DJADJANAN
1308,MR_954_02,KUE DJAE,Kue Jahe,954,Menado,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung terigu 6 ons"", ""item_original"": ""tepung terigu"", ""item_normalized"": ""tepung terigu"", ""quantity"": 6.0, ""unit"": ""ons""}, {""original_text"": ""manisan djae 1 ons"", ""item_original"": ""manisan djae"", ""item_normalized"": ""manisan jahe"", ""quantity"": 1.0, ""unit"": ""ons""}, {""original_text"": ""margarine 3 ons"", ""item_original"": ""margarine"", ""item_normalized"": ""margarin"", ""quantity"": 3.0, ""unit"": ""ons""}, {""original_text"": ""gula pasir 2½ ons"", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 2.5, ""unit"": ""ons""}, {""original_text"": ""telur ajam 1 btr."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 1.0, ""unit"": ""butir""}]}]","Margarine dan gula dikotjok, dimasukkan telur, kemudian tepung terigu.
Adonan setelah teraduk rata, digiling setebal ½ cm.
Kue diletakkan diatas lojang, diatasnja disemir dengan telur dan manisan djae jang telah dipotong ketjil² lalu dibakar dalam oven.",Manado,Sulawesi Utara,DJADJANAN
1309,MR_954_03,KUE DON,Kue Don,954,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung gaplek 1 kg."", ""item_original"": ""tepung gaplek"", ""item_normalized"": ""tepung gaplek"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""gula ½ kg."", ""item_original"": ""gula"", ""item_normalized"": ""gula"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""ubi djalar 2½ kg."", ""item_original"": ""ubi djalar"", ""item_normalized"": ""ubi jalar"", ""quantity"": 2.5, ""unit"": ""kilogram""}]}]",,,Unknown,DJADJANAN
1310,MR_955_01,KUE DWIWARNA,Kue Dwuwarna,955,,Kue,"[{""group_name"": ""Bahan"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung maizena 1/4 kg."", ""item_original"": ""tepung maizena"", ""item_normalized"": ""tepung maizena"", ""quantity"": 0.25, ""unit"": ""kilogram""}, {""original_text"": ""santan kental 1/2 gls."", ""item_original"": ""santan kental"", ""item_normalized"": ""santan kental"", ""quantity"": 0.5, ""unit"": ""gelas""}, {""original_text"": ""santan tjair 1 gls."", ""item_original"": ""santan tjair"", ""item_normalized"": ""santan cair"", ""quantity"": 1.0, ""unit"": ""gelas""}]}, {""group_name"": ""Bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""gula merah 1 ons"", ""item_original"": ""gula merah"", ""item_normalized"": ""gula merah"", ""quantity"": 1.0, ""unit"": ""ons""}, {""original_text"": ""daun pandan 2 lbr."", ""item_original"": ""daun pandan"", ""item_normalized"": ""daun pandan"", ""quantity"": 2.0, ""unit"": ""lembar""}, {""original_text"": ""panili 1 sdt."", ""item_original"": ""panili"", ""item_normalized"": ""vanili"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""garam 1/2 sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok teh""}]}]","Santan tjair dan gula merah dipanaskan.
1/2 bagian maizena, garam, panili dibuat adonan dengan tjairan itu; dipanaskan, diaduk sampai masak, merupakan lapisan bawah jang warnanja tjoklat.
1/2 bagian maizena dibuat adonan lagi dengan santan kental, daun pandan, garam, dipanaskan, di-aduk² sampai masak, dituangkan diatas lapisan pertama, lalu didinginkan.
Keterangan: Menghidangkannja di-potong² segi empat.",,Unknown,DJADJANAN
1311,MR_955_02,KUE ES PAES,Kue Es Paes,955,Madura,Kue,"[{""group_name"": ""Bahan"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""beras 1/4 kg."", ""item_original"": ""beras"", ""item_normalized"": ""beras"", ""quantity"": 0.25, ""unit"": ""kilogram""}, {""original_text"": ""katjang idjo 1 ons"", ""item_original"": ""katjang idjo"", ""item_normalized"": ""kacang hijau"", ""quantity"": 1.0, ""unit"": ""ons""}, {""original_text"": ""kelapa 1/4 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 0.25, ""unit"": ""butir""}, {""original_text"": ""daun pisang 1/2 pelepah"", ""item_original"": ""daun pisang"", ""item_normalized"": ""daun pisang"", ""quantity"": 0.5, ""unit"": ""pelepah""}, {""original_text"": ""garam 1/2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok makan""}]}]",,Madura,Jawa Timur,DJADJANAN
1312,MR_956_01,"KUE GANDUS
(Palembang)",Kue Gandus,956,Palembang,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung beras 400 gr."", ""item_original"": ""tepung beras"", ""item_normalized"": ""tepung beras"", ""quantity"": 400.0, ""unit"": ""gram""}, {""original_text"": ""kelapa 1 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 1.0, ""unit"": ""butir""}, {""original_text"": ""minjak goreng 1/2 tjkr."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 0.5, ""unit"": ""cangkir""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 2 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""ebi 1 ons"", ""item_original"": ""ebi"", ""item_normalized"": ""ebi"", ""quantity"": 100.0, ""unit"": ""gram""}, {""original_text"": ""garam 1 sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""seledri 5 tk."", ""item_original"": ""seledri"", ""item_normalized"": ""seledri"", ""quantity"": 5.0, ""unit"": ""tangkai""}]}]","Kelapa diparut, dibuat santan dengan air ± 3 gelas.
Tepung beras diberi garam, diuleni, diaduk dengan santan sedikit demi sedikit sampai tercampur rata.
Adonan dimasukkan ke dalam loyang.
Loyang dimasukkan ke dalam kukusan dan dikukus sampai masak.
Udang kering ditumbuk.
Bawang diiris, digoreng dengan minyak 1/2 cangkir.
Seledri dicincang halus.
Kemudian semuanya dicampur.
Setelah diangkat, bagian atas ditaburi bumbu yang sudah digoreng.",Palembang,Sumatera Selatan,DJADJANAN
1313,MR_956_02,"KUE GAPIT
(Bali)",Kue Gapit,956,Bali,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung ubi kaju 1/2 kg."", ""item_original"": ""tepung ubi kaju"", ""item_normalized"": ""tepung ubi kayu"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""gula pasir 1 ons"", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 100.0, ""unit"": ""gram""}, {""original_text"": ""santan kental 1/2 lt."", ""item_original"": ""santan kental"", ""item_normalized"": ""santan kental"", ""quantity"": 0.5, ""unit"": ""liter""}, {""original_text"": ""telur ajam 1 btr."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 1.0, ""unit"": ""butir""}, {""original_text"": ""garam 1/2 sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok teh""}]}]",,Bali,Bali,DJADJANAN
1314,MR_957_01,KUE GELANG,Kue Gelang,957,,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tepung beras ketan 2 gls."", ""item_original"": ""tepung beras ketan"", ""item_normalized"": ""tepung beras ketan"", ""quantity"": 2.0, ""unit"": ""gelas""}, {""original_text"": ""garam halus 2 sdt."", ""item_original"": ""garam halus"", ""item_normalized"": ""garam halus"", ""quantity"": 2.0, ""unit"": ""sendok teh""}, {""original_text"": ""air setjukupnja"", ""item_original"": ""air"", ""item_normalized"": ""air"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""gula setjukupnja"", ""item_original"": ""gula"", ""item_normalized"": ""gula"", ""quantity"": null, ""unit"": ""secukupnya""}]}]","Tepung dan garam diaduk dan dimasukkan air sedikit demi sedikit sampai sedang kerasnja.
Kemudian digulung sebesar pensil dan di-lingkar²kan.
Sesudah itu, digoreng dengan minjak kelapa.
Kalau sudah kuning, diangkat dan dilumari gula merah atau gula pasir jang sudah dimasak terlebih dahulu.",,Unknown,DJADJANAN
1315,MR_957_02,KUE GEMBLONG KITJAK,Kue Gemblong Kitjak,957,Tegal,Kue,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""beras ketan 1 kg."", ""item_original"": ""beras ketan"", ""item_normalized"": ""beras ketan"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""gula pasir ½ kg."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""kelapa 2 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 2.0, ""unit"": ""butir""}, {""original_text"": ""nangka masak 5 bdj."", ""item_original"": ""nangka masak"", ""item_normalized"": ""nangka masak"", ""quantity"": 5.0, ""unit"": ""biji""}, {""original_text"": ""garam 3½ sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 3.5, ""unit"": ""sendok makan""}]}]","Beras ketan ditjutji, ditiriskan.
Kelapa² dikupas, jang 1 butir diparut.
Beras ketan dan kelapa diaduk, diberi garam 3 sendok makan, dikukus sampai masak.",Tegal,Jawa Tengah,DJADJANAN
